product_name,product_code,type,revenue_2019,quantity_2019,revenue_2020,quantity_2020,revenue_2021,quantity_2021,revenue_2022,quantity_2022,revenue_2023,quantity_2023
Composite Longbow,66895019,ARMS & ARMOUR,485622,529,615978,671,382806,417,371790.0,405,379134,413
Military Saddle,66903577,ANIMALS & TRANSPORTATION,55535,383,61045,421,57710,398,63655.0,439,60175,415
Hat of Wizardry,66910382,ADVENTURING EQUIPMENT,308310,478,266385,413,247680,384,276060.0,428,263805,409
Chalk (Box of 50),66920496,TOOLS & KITS,280269,447,268356,428,273372,436,242022.0,386,214434,342
Bead of Refreshment,66989590,ADVENTURING EQUIPMENT,114570,342,126630,378,125625,375,113900.0,340,133330,398
Rod of Security,67031559,ADVENTURING EQUIPMENT,93798,386,78246,322,94041,387,78975.0,325,90882,374
Sword of Wounding,67043039,ARMS & ARMOUR,230432,379,261440,430,221920,365,264419.2,445,190912,314
Spear,67119338,ARMS & ARMOUR,354252,1114,483360,1520,288108,906,159636.0,502,125928,396
Bead of Nourishment,67240917,ADVENTURING EQUIPMENT,199025,475,219556,524,190645,455,156203.19999999998,384,183941,439
Tinderbox ,67297721,ADVENTURING EQUIPMENT,224919,373,224316,372,201402,334,270144.0,448,236376,392
Wave,67331698,ARMS & ARMOUR,1056618,1151,354348,386,320382,349,414018.0,451,631584,688
Oil of Slipperiness,67337836,ADVENTURING EQUIPMENT,176565,395,187740,420,156897,351,167178.0,374,169413,379
Ioun Stone - Natural Knowledge,67352366,ADVENTURING EQUIPMENT,218163,363,260233,433,261435,435,259992.59999999998,444,317929,529
"Case, map or scroll ",67467662,POTIONS & SCROLLS,54483,381,58487,409,70499,493,44759.0,313,53768,376
Padded armour,67502079,ARMS & ARMOUR,263525,415,662305,1043,509270,802,237490.0,374,297815,469
Far Realm Shard,67512169,ADVENTURING EQUIPMENT,119892,412,120474,414,144627,497,104527.20000000001,370,102723,353
Feather Token (Bird),67551675,ADVENTURING EQUIPMENT,223304,412,201624,372,194036,358,197288.0,364,191868,354
Wand of Magic Missiles,67672082,ARMS & ARMOUR,57186,353,109350,675,80190,495,62046.0,383,65124,402
Wand of Pyrotechnics,67689806,ADVENTURING EQUIPMENT,242858,418,271908,468,143507,247,250992.0,432,218456,376
Trident of Fish Command,67694582,ARMS & ARMOUR,358980,372,365735,379,353190,366,345952.5,373,284675,295
Staff of Swarming Insects,67753540,ARMS & ARMOUR,380998,394,440952,456,358757,371,365526.0,378,369394,382
Grimorie Infinitus,67753810,ADVENTURING EQUIPMENT,43810,337,52520,404,45370,349,57668.0,453,62140,478
Potion of Vitality,67782222,POTIONS & SCROLLS,77168,371,94848,456,73632,354,71760.0,345,92352,444
Arrows +1,67798456,ARMS & ARMOUR,345504,708,399184,818,449936,922,406504.0,833,220576,452
Wooden staff (Druidic focus),67854184,ADVENTURING EQUIPMENT,190995,357,226305,423,227375,425,173875.0,325,240215,449
Windvayne,68009063,ARMS & ARMOUR,243036,516,152604,324,155430,330,209595.0,445,293433,623
Hat of Wizardry,68057403,ADVENTURING EQUIPMENT,290472,399,299936,412,319592,439,222040.0,305,269360,370
Armour of Thunder Resistance,68068750,ARMS & ARMOUR,497859,631,1065939,1351,841863,1067,333747.0,423,272205,345
Forgery kit ,68086404,TOOLS & KITS,409782,419,364794,373,416628,426,367728.0,376,342300,350
Iron Horn of Valhalla,68103094,SUMMONING DEVICE,117150,426,132825,483,130900,476,108350.0,394,106700,388
Cook’s utensils ,68139014,TOOLS & KITS,300460,332,371955,411,336660,372,373765.0,413,339375,375
Cobbler’s tools ,68164075,TOOLS & KITS,272571,377,279801,387,327519,453,347763.0,481,253773,351
"Ball bearings (bag of 1,000) ",68202857,ADVENTURING EQUIPMENT,342964,358,356376,372,344880,360,405234.0,423,408108,426
Lamannian Oak Focus,68276404,ADVENTURING EQUIPMENT,59502,282,68364,324,80813,383,75538.00000000001,370,89675,425
Crowbar ,68282513,TOOLS & KITS,79588,404,57327,291,81558,414,62252.0,316,71117,361
Quaals Feather Token,68300306,SUMMONING DEVICE,319895,467,293865,429,265095,387,284275.0,415,332910,486
Alchemist’s fire (flask) ,68372614,POTIONS & SCROLLS,300240,417,285120,396,277920,386,233280.0,324,321840,447
Voyager Staff,68406547,ARMS & ARMOUR,214767,441,143665,295,220611,453,170303.90000000002,363,182138,374
Ring of Resistance,68422622,JEWELRY,434256,498,425536,488,393272,451,314792.0,361,424664,487
Winged Boots,68432679,ADVENTURING EQUIPMENT,161024,296,227392,418,175712,323,269824.0,496,231744,426
Planecallers Codex,68449793,ADVENTURING EQUIPMENT,17328,361,19488,406,20784,433,21072.0,439,19728,411
Armour of Lightning Resistance,68590982,ARMS & ARMOUR,264654,338,314766,402,314766,402,377406.0,482,290493,371
Robe of Useful Items,68681714,ADVENTURING EQUIPMENT,300366,451,243090,365,281718,423,281052.0,422,301032,452
Blood Spear,68684522,ARMS & ARMOUR,367316,401,427772,467,424108,463,363652.0,397,369148,403
Infernal Puzzle Box,68751643,ADVENTURING EQUIPMENT,16695,477,12145,347,11480,328,15190.0,434,13055,373
Heavy Armour +1,68773462,ARMS & ARMOUR,259119,457,195048,344,215460,380,231903.0,409,365715,645
Finders Goggles,68799768,ADVENTURING EQUIPMENT,146910,354,165585,399,158945,383,158945.0,383,127405,307
Winter Jacket,68890708,ADVENTURING EQUIPMENT,411673,461,446500,500,326838,366,361665.0,405,328624,368
Torch (set of 20),68946301,ADVENTURING EQUIPMENT,59584,392,66576,438,48640,320,77216.0,508,65360,430
Donkey,68956518,ANIMALS & TRANSPORTATION,246514,466,154468,292,166635,315,235934.0,446,255507,483
Hazirawn,68975518,ARMS & ARMOUR,229881,703,481017,1471,658251,2013,1259832.8999999994,3954,773682,2366
Boots of Striding and Springing,69018152,ADVENTURING EQUIPMENT,220500,500,170667,387,180810,410,145971.0,331,174195,395
Ox,69072026,ANIMALS & TRANSPORTATION,337155,399,346450,410,368420,436,311805.0,369,373490,442
Iron Bands of Bilarro,69079897,ADVENTURING EQUIPMENT,157963,377,179332,428,179751,429,178494.0,426,157544,376
Guardian Emblem,69127732,ADVENTURING EQUIPMENT,62868,338,66216,356,70122,377,63984.0,344,72912,392
Wand of Lightning Bolts,69144170,ARMS & ARMOUR,466450,491,352450,371,356250,375,316350.0,333,431300,454
Glass Bottle (Crate),69200913,POTIONS & SCROLLS,334268,428,266321,341,352231,451,268664.0,344,292875,375
Unbreakable Arrow,69209140,ARMS & ARMOUR,640892,658,1080166,1109,964260,990,502584.0,516,361354,371
Charlatans Die,69232149,ADVENTURING EQUIPMENT,438064,524,388740,465,297616,356,344432.0,412,421344,504
Rope of Climbing,69285098,ADVENTURING EQUIPMENT,262629,411,231318,362,289467,453,163584.0,256,246654,386
Enduring Spellbook,69311359,ADVENTURING EQUIPMENT,212115,395,181506,338,177210,330,171840.0,320,206208,384
Armour of Acid vulnerability,69312783,ARMS & ARMOUR,15080,520,10672,368,10324,356,12412.0,428,13224,456
War Elephant,69316841,ANIMALS & TRANSPORTATION,315315,455,279972,404,231462,334,248787.0,359,318780,460
Armour of Poison vulnerability,69322121,ARMS & ARMOUR,229152,434,205920,390,170544,323,203280.0,385,236544,448
Riding Dinosaur,69332400,ANIMALS & TRANSPORTATION,290787,427,234264,344,308493,453,258099.0,379,217239,319
Bridle of Capturing,69443107,ADVENTURING EQUIPMENT,93120,388,88320,368,91440,381,84480.0,352,84960,354
Oil of Etherealness,69604504,ADVENTURING EQUIPMENT,3771,419,3303,367,3330,370,2827.7999999999997,327,4005,445
Pole of Collapsing,69671683,ADVENTURING EQUIPMENT,98448,336,141519,483,95811,327,123353.0,421,118372,404
Caltrops (bag of 20) ,69684978,TOOLS & KITS,124930,403,146940,474,116560,376,132990.0,429,117180,378
Mending Clothes Enchantment,69693507,POTIONS & SCROLLS,275880,380,291126,401,273702,377,290400.0,400,251922,347
Alchemy Jug,69697640,ADVENTURING EQUIPMENT,315000,420,235500,314,264000,352,373500.0,498,336000,448
Dragontooth Dagger,69729450,ARMS & ARMOUR,563992,754,661232,884,278256,372,316404.0,423,323884,433
Longbow ,69737276,ARMS & ARMOUR,174370,371,208680,444,318190,677,792420.0,1686,662230,1409
Draft Horse,69737646,ANIMALS & TRANSPORTATION,197248,368,156512,292,197248,368,229408.0,428,212256,396
Lance ,69780777,ARMS & ARMOUR,297160,380,800768,1024,758540,970,1023638.0,1309,469200,600
Signet ring ,69833076,JEWELRY,71890,455,58302,369,85636,542,59882.0,379,63516,402
Chain mail ,69838815,ARMS & ARMOUR,280071,451,217971,351,166428,268,242190.0,390,222939,359
Feather Token (Whip),69873897,ADVENTURING EQUIPMENT,270972,386,295542,421,256230,365,309582.0,441,349596,498
Mithral Armour,69955732,ARMS & ARMOUR,276948,441,288880,460,413852,659,498004.0,793,496748,791
Azuredge,69969490,ARMS & ARMOUR,340576,928,452511,1233,463521,1263,443079.1,1239,455447,1241
Shovel ,70025806,TOOLS & KITS,299768,371,225432,279,349864,433,321584.0,398,391072,484
Dread Helm,70123158,ADVENTURING EQUIPMENT,92322,414,63109,283,79611,357,93660.0,420,86970,390
Ingots of the Skold Rune,70138033,ADVENTURING EQUIPMENT,303354,342,400924,452,389393,439,412455.0,465,466562,526
Potion of Aqueous Form,70211123,POTIONS & SCROLLS,305550,450,239687,353,285859,421,303852.5,459,285859,421
Hellsteel Simple Ranged Weapon,70218814,ARMS & ARMOUR,79234,346,85188,372,100760,440,88394.0,386,110607,483
Staff of Birdcalls,70247483,ARMS & ARMOUR,25632,356,33192,461,22320,310,24264.0,337,28800,400
Whip ,70268494,ARMS & ARMOUR,70983,297,142683,597,138620,580,163237.0,683,89386,374
Spell Scroll Level 8,70271543,POTIONS & SCROLLS,337824,432,290904,372,286212,366,339779.0,444,301070,385
Armour of Necrotic Resistance,70289288,ARMS & ARMOUR,193536,448,180144,417,138240,320,160704.0,372,152064,352
Arcane Propulsion Arm,70294735,ARMS & ARMOUR,125190,390,124227,387,130005,405,125190.0,390,123264,384
Spell Gem (Topaz),70336709,POTIONS & SCROLLS,66138,438,56927,377,56474,374,67195.0,445,75651,501
Armour of Psychic vulnerability,70339661,ARMS & ARMOUR,12662,487,10296,396,9750,375,9854.0,379,11570,445
Periapt of Health,70472630,ADVENTURING EQUIPMENT,19458,423,17756,386,24426,531,23138.0,503,19734,429
Trumpet,70548738,MUSICAL INSTRUMENT,222025,415,257335,481,203835,381,212395.0,397,215070,402
Spell Scroll Level 7,70594929,POTIONS & SCROLLS,85409,383,77381,347,92322,414,69576.0,312,104364,468
Abacus ,70597678,TOOLS & KITS,270655,385,296666,422,236208,336,300181.0,427,217930,310
Ring of Feather Falling,70725313,JEWELRY,418152,456,448413,489,373219,407,347543.0,379,345709,377
Sovereign Glue,70864046,ADVENTURING EQUIPMENT,141877,421,130082,386,127723,379,98404.0,292,142214,422
Mace ,70968445,ARMS & ARMOUR,92160,360,95232,372,91648,358,143616.0,561,86528,338
Ring of Regeneration,70970314,JEWELRY,17121,439,18603,477,15366,394,16302.0,418,16887,433
Poisoner’s kit ,70970736,TOOLS & KITS,131781,403,140937,431,164808,504,101697.0,311,124587,381
Magnifying glass ,70975492,TOOLS & KITS,17235,383,13725,305,18540,412,17010.0,378,20205,449
Cape of the Mountebank,70975812,ARMS & ARMOUR,159075,525,210585,695,193314,638,135441.0,447,148470,490
Boots of Levitation,70981740,ADVENTURING EQUIPMENT,102256,308,170980,515,146080,440,146080.0,440,139772,421
Club ,71056639,ARMS & ARMOUR,46368,483,56160,585,67872,707,65280.0,680,33120,345
Elixir of Health,71160978,POTIONS & SCROLLS,281260,410,282632,412,344372,502,288120.0,420,268912,392
Dyrrns Tentacle Whip,71175609,ARMS & ARMOUR,234434,502,208749,447,168587,361,260586.0,558,257317,551
Spyglass of Clairvoyance,71182481,ADVENTURING EQUIPMENT,334512,404,367632,444,360180,435,267775.20000000007,332,294768,356
Potion of Invisibility,71201504,POTIONS & SCROLLS,26062,314,40836,492,28386,342,31623.0,381,31374,378
Blowgun ,71208772,ARMS & ARMOUR,330802,386,260528,304,267384,312,345371.0,403,310234,362
Orb of the Veil,71227458,ADVENTURING EQUIPMENT,210525,525,156390,390,144360,360,139949.0,349,153984,384
Wand of Enemy Detection,71300507,ARMS & ARMOUR,251812,388,219362,338,257653,397,401731.0,619,373824,576
Water Elemental Essence Shard,71312476,ADVENTURING EQUIPMENT,247158,398,227907,367,221697,357,222318.0,358,232875,375
Scroll of Protection (Fiends),71355465,POTIONS & SCROLLS,191000,500,143250,375,145542,381,139812.0,366,152418,399
Composite Longbow,71381325,ARMS & ARMOUR,354712,404,647964,738,496948,566,359102.0,409,407392,464
Propellor Helm,71427059,ARMS & ARMOUR,335435,365,418145,455,376790,410,332678.0,362,321650,350
Woodcarvers tools ,71431024,TOOLS & KITS,72504,456,48018,302,69642,438,69801.0,439,72822,458
Arrows +3,71431902,ARMS & ARMOUR,315948,466,650880,960,801396,1182,696306.0,1027,252216,372
Staff of the Adder,71468477,ARMS & ARMOUR,136119,471,89012,308,160973,557,234899.19999999992,834,231489,801
Staff of Adornment,71506294,ARMS & ARMOUR,496928,586,885312,1044,832736,982,362944.0,428,256096,302
Dust of Sneezing and Choking,71507828,ADVENTURING EQUIPMENT,272412,329,386676,467,380052,459,271584.0,328,336996,407
Riding Saddle,71536996,ANIMALS & TRANSPORTATION,231848,397,246448,422,231848,397,240024.0,411,196808,337
Feather Token (Feather Fall),71567519,ADVENTURING EQUIPMENT,235425,365,248325,385,294765,457,243810.0,378,230910,358
Dagger of Blindsight,71571454,ARMS & ARMOUR,295836,356,298329,359,365640,440,307470.0,370,304146,366
Holy Avenger,71616905,ARMS & ARMOUR,79386,393,59590,295,85446,423,84840.0,420,101404,502
Luxon Beacon,71631328,ADVENTURING EQUIPMENT,374800,400,323265,345,445075,475,398225.0,425,303588,324
Ebony Fly of Wondrous Power,71717006,SUMMONING DEVICE,133980,385,113796,327,116580,335,161820.0,465,169476,487
Protective Verses,71729311,ADVENTURING EQUIPMENT,286029,521,253089,461,254187,463,223443.0,407,199836,364
Circlet of Human Perfection,71801166,ADVENTURING EQUIPMENT,181460,422,164690,383,144910,337,157380.0,366,183180,426
Whetstone (set of 20),71865388,TOOLS & KITS,38429,463,31042,374,46646,562,38844.0,468,27722,334
Hide armour,71978345,ARMS & ARMOUR,430962,434,313788,316,345564,348,372375.0,375,411102,414
Antitoxin (Crate),72039590,POTIONS & SCROLLS,67392,468,55296,384,44208,307,50544.0,351,51696,359
Pipe of Remembrance,72132269,POTIONS & SCROLLS,2100,350,2430,405,2316,386,2316.0,386,1680,280
Potion of Giant Size,72216659,POTIONS & SCROLLS,358316,469,352968,462,294904,386,273970.4,367,288792,378
Javelin of Lightning,72247067,ARMS & ARMOUR,82980,461,64440,358,135180,751,292680.0,1626,270540,1503
"Lantern, hooded ",72256942,TOOLS & KITS,286936,403,237808,334,265576,373,256320.0,360,269848,379
Nine Lives Stealer,72269565,ARMS & ARMOUR,32129,361,37380,420,31862,358,37736.0,424,41919,471
Arrow-Catching Shield,72301942,ARMS & ARMOUR,197736,428,282282,611,231000,500,245322.0,531,223608,484
Bottled Breath,72366067,POTIONS & SCROLLS,37810,398,41040,432,40280,424,37525.0,395,43035,453
Lance ,72384785,ARMS & ARMOUR,335368,412,796092,978,1035408,1272,1060642.0,1303,479446,589
Hewards Handy Spice Pouch,72405285,ADVENTURING EQUIPMENT,367653,429,312805,365,417359,487,282810.0,330,437070,510
Fochlucan bandore,72476078,MUSICAL INSTRUMENT,109032,413,95832,363,103224,391,93192.0,353,116424,441
Brass Horn of Valhalla,72489655,SUMMONING DEVICE,63954,374,71136,416,56601,331,70281.0,411,73701,431
Mantle of Spell Resistance,72584109,ADVENTURING EQUIPMENT,334399,377,343269,387,402698,454,321094.0,362,358348,404
Wand of Entangle,72613246,ARMS & ARMOUR,395388,523,310716,411,287280,380,309960.0,410,285768,378
Dagger ,72708489,ARMS & ARMOUR,626472,791,727848,919,635184,802,647064.0,817,274824,347
Potion of Greater Healing,72756538,POTIONS & SCROLLS,2000,400,1570,314,1625,325,1895.0,379,2170,434
Potion of Climbing,72776205,POTIONS & SCROLLS,50126,353,52540,370,59782,421,63417.2,459,61912,436
Camel,72865682,ANIMALS & TRANSPORTATION,405144,408,377340,380,437913,441,459759.0,463,359466,362
Shield ,72869047,ARMS & ARMOUR,338097,753,396018,882,424305,945,353812.0,788,184539,411
Quarterstaff ,72891469,ARMS & ARMOUR,1078429,1241,1695419,1951,1771891,2039,1642410.0,1890,1006302,1158
"Clothes, Common ",72912224,ADVENTURING EQUIPMENT,124960,352,131350,370,133125,375,122475.0,345,147680,416
Instrument of Scribing,72936825,MUSICAL INSTRUMENT,1476,369,1420,355,1244,311,1700.0,425,1500,375
Orb of Direction,72972920,ADVENTURING EQUIPMENT,14035,401,14700,420,15190,434,18427.5,540,12180,348
Bag of Bounty,72988879,ADVENTURING EQUIPMENT,86394,363,90678,381,98056,412,83062.0,349,112812,474
Perfume of Bewitching,73048999,POTIONS & SCROLLS,93240,444,87570,417,84630,403,73899.0,359,87570,417
Candle of Invocation,73082012,ADVENTURING EQUIPMENT,293306,377,252850,325,203836,262,370328.0,476,325982,419
"Lantern, hooded ",73139583,TOOLS & KITS,221652,423,193880,370,249948,477,221652.0,423,214316,409
"Spikes, iron (10) ",73180159,TOOLS & KITS,295680,462,252160,394,296960,464,215680.0,337,272640,426
Guitar,73187823,MUSICAL INSTRUMENT,166752,386,141264,327,186624,432,184896.0,428,169344,392
Bag of Beans,73189028,ADVENTURING EQUIPMENT,349263,453,274476,356,312255,405,318423.0,413,346179,449
Splint mail,73222882,ARMS & ARMOUR,127182,451,112236,398,221652,786,488988.0,1734,660444,2342
Wand of Fireballs,73255221,ARMS & ARMOUR,95676,469,80580,395,84048,412,65484.0,321,88740,435
Finders Goggles,73296759,ADVENTURING EQUIPMENT,333644,349,338424,354,321216,336,356588.0,373,388136,406
Bracers of Defense,73302312,ADVENTURING EQUIPMENT,66181,289,100760,440,121141,529,81821.69999999998,367,109004,476
Shovel ,73386792,TOOLS & KITS,17235,383,20115,447,18855,419,17145.0,381,13590,302
Reliquary (Holy symbol),73434862,ADVENTURING EQUIPMENT,101904,386,95568,362,108768,412,99000.0,375,103224,391
Perfume (vial) ,73551961,TOOLS & KITS,339636,372,346940,380,417241,457,311333.0,341,334158,366
Pack Saddle,73631174,ANIMALS & TRANSPORTATION,334271,371,421668,468,323459,359,364004.0,404,297330,330
Elephant,73663865,ANIMALS & TRANSPORTATION,168822,498,117633,347,133905,395,164754.0,486,152889,451
Trumpet,73684237,MUSICAL INSTRUMENT,130312,364,165396,462,135324,378,119214.0,333,197974,553
Basket ,73736442,TOOLS & KITS,14592,456,12256,383,13088,409,12544.0,392,13888,434
Golden Lions of Wondrous Power,73748298,SUMMONING DEVICE,108360,420,120486,467,79464,308,97782.0,379,97008,376
Cowboy Hat,73767767,ADVENTURING EQUIPMENT,61625,425,60320,416,55390,382,63510.0,438,58435,403
Quiver ,73794644,TOOLS & KITS,382297,431,386732,436,321981,363,320207.0,361,357461,403
"Crossbow, heavy ",73822714,ARMS & ARMOUR,608665,745,936282,1146,955890,1170,726313.0,889,292486,358
Robe of Scintillating Colors,73830442,ADVENTURING EQUIPMENT,294768,414,345320,485,240656,338,252760.0,355,327520,460
Frost Brand,73842647,ARMS & ARMOUR,289926,354,764946,934,658476,804,314496.0,384,354627,433
Trident,73903707,ARMS & ARMOUR,504528,552,1352720,1480,1265890,1385,484420.0,530,425924,466
Warhammer ,73939024,ARMS & ARMOUR,420432,456,690578,749,778168,844,671216.0,728,341140,370
Eyes of the Eagle,73939692,ADVENTURING EQUIPMENT,269724,338,341544,428,355908,446,347928.0,436,319200,400
Corpse Slayer,73941952,ARMS & ARMOUR,88620,420,80602,382,101913,483,91363.0,433,85666,406
Ioun Stone - Mastery,73984078,ADVENTURING EQUIPMENT,27117,393,24978,362,27876,404,26910.0,390,26427,383
Saddle of the Cavalier,73989437,ANIMALS & TRANSPORTATION,171708,492,158446,454,136459,391,180084.0,516,145533,417
War Dinosaur,73990636,ANIMALS & TRANSPORTATION,181737,381,196524,412,178875,375,182691.0,383,188415,395
Stone of Ill Luck,74031331,ADVENTURING EQUIPMENT,254448,456,222642,399,213156,382,225432.0,404,214272,384
All-Purpose Tool,74085253,TOOLS & KITS,206980,395,217984,416,266192,508,210648.0,402,152484,291
Emblem (Holy symbol),74138075,ADVENTURING EQUIPMENT,110448,354,107016,343,105456,338,135720.0,435,122928,394
Manual of Quickness of Action,74268116,POTIONS & SCROLLS,419,419,447,447,462,462,442.6999999999999,456,294,294
Flask or tankard (Set of 24),74296880,TOOLS & KITS,454064,481,391760,415,397424,421,397424.0,421,453120,480
Ring of Invisibility,74306689,JEWELRY,370660,430,313768,364,424966,493,324112.0,376,326698,379
